,longitude,latitude,adt,ugos,vgos,sla,ugosa,vgosa,Born,Dead,Errcount,Longevity,added,addeda,multiplied,multiplieda,substracted,substracteda,deducted,deducteda,exp1a,exp2a,exp3a,exp4a,exp1,exp2,exp3,exp4
4284,310.625,2.125,0.5148,1.9229,-4.8011,-0.0087,1.0583,-4.6965,2005-01-13,2005-01-20 00:00:00,0,7,6.724,5.7548,9.23203519,4.97030595,0.40051238257899235,0.225338017672735,-2.8781999999999996,-3.6382000000000003,24.58337122,12.4788,11.70040413,45.88603943546638,24.58337122,-6.5164,-28.314245120000002,45.88603943546638
4388,309.625,2.625,0.7733,0.969,1.9562,0.2531,0.4839,2.4501,2005-01-01,2005-01-20 00:00:00,0,19,2.9252,2.934,1.8955578,1.18560339,0.49534812391371025,0.19750214276968286,-0.9872,-1.9662,5.26178472,5.8591999999999995,4.36570518,2.2473797536209417,5.26178472,5.8591999999999995,6.4019132700000005,2.2473797536209417
4389,310.625,1.875,0.4992,2.8484000000000003,-3.5567,-0.0493,1.8191,-3.3949000000000003,2005-01-14,2005-01-20 00:00:00,0,6,6.405100000000001,5.214,10.130904280000001,6.17566259,0.8008547248854275,0.5358331615069662,-0.7082999999999999,-1.5758000000000003,17.256165270000004,11.619100000000001,12.71329297,62.5650465648669,17.256165270000004,-2.2841,-32.44659300000001,62.5650465648669
4399,310.375,2.625,0.6573,1.0734,-3.7159,0.1635,0.5102,-3.6186,2005-01-01,2005-01-20 00:00:00,0,19,4.7893,4.1288,3.9886470599999995,1.8462097199999998,0.28886676175354553,0.14099375449068702,-2.6425,-3.1083999999999996,13.99400442,8.9181,6.58785218,7.363878971821421,13.99400442,-5.7509,-11.6149142,7.363878971821421
4972,310.375,2.875,0.617,1.9913,-3.0334000000000003,0.1315,1.615,-2.9908,2005-01-01,2005-01-23 00:00:00,0,22,5.0247,4.6058,6.0404094200000005,4.830142,0.6564580998219819,0.5399893005215995,-1.0421000000000002,-1.3758000000000001,12.288242220000003,9.630500000000001,9.881041,29.176035236737647,12.288242220000003,-2.4179000000000004,-21.725072460000003,29.176035236737647
4973,310.375,2.375,0.6778000000000001,2.5428,-4.6862,0.169,1.8272,-4.5154000000000005,2005-01-12,2005-01-23 00:00:00,0,11,7.229000000000001,6.342600000000001,11.916069360000002,8.25053888,0.5426144850838632,0.40465960933693573,-2.1434,-2.6882000000000006,25.806271640000006,13.5716,15.620824640000002,98.31399355145673,25.806271640000006,-4.831600000000001,-40.210992000000005,98.31399355145673
6828,310.625,1.375,0.3584,-1.4265,-1.0452,-0.2547,-2.439,-0.7206,2005-01-01,2005-02-02 00:00:00,0,32,2.4717000000000002,3.1596,1.4909778,1.7575434,1.3648105625717568,3.3846794338051622,0.3813000000000002,1.7184,4.2324046200000005,5.6312999999999995,4.6963428,2.62045819193652,4.2324046200000005,-5.6313,6.8256999,2.62045819193652
7187,310.375,1.375,0.4173,-2.5969,-3.3763,-0.2081,-3.6185,-3.0672,2005-01-02,2005-02-03 00:00:00,0,32,5.9732,6.685700000000001,8.767913470000002,11.0986632,0.7691555845155941,1.1797404799165363,-0.7793999999999999,0.5512999999999999,19.752670010000003,12.658900000000001,17.881241550000002,97.31211857027331,19.752670010000003,-12.658900000000001,40.048929900000005,97.31211857027331
7279,310.625,1.625,0.4038,3.5807,3.6559,-0.176,2.4713000000000003,3.8969,2005-01-24,2005-02-03 00:00:00,0,10,7.2366,6.3682,13.09068113,9.630408970000001,0.9794305095872426,0.6341707511098567,-0.07519999999999971,-1.4255999999999998,23.09566062,13.604800000000001,16.51242567,126.06861297776175,23.09566062,13.604800000000001,45.7095456,126.06861297776175
7639,310.375,1.125,0.3103,-2.8815,-2.9104,-0.3488,-3.5786,-2.644,2005-01-01,2005-02-05 00:00:00,0,35,5.7919,6.2226,8.3863176,9.4618184,0.9900700934579438,1.3534795763993948,-0.028900000000000148,0.9345999999999997,18.0068335,12.0145,15.94065744,79.34981417592384,18.0068335,-12.0145,35.88197944,79.34981417592384
7640,310.375,1.625,0.5157,-2.4810000000000003,-3.1478,-0.0733,-3.6013,-2.8388,2005-01-03,2005-02-05 00:00:00,0,33,5.6288,6.4401,7.809691800000001,10.22337044,0.788169515216977,1.2685994082006482,-0.6667999999999998,0.7625000000000002,17.87079994,12.0689,16.65597214,79.84137229363041,17.87079994,-12.0689,36.41229718,79.84137229363041
8163,310.625,1.875,0.3057,2.4494,4.6008,-0.2428,1.4202,4.7626,2005-01-25,2005-02-06 00:00:00,0,12,7.050199999999999,6.1828,11.269199519999997,6.763844519999999,0.5323856720570336,0.2981984630243984,-2.1513999999999998,-3.3424,25.390407959999997,13.232999999999999,13.746056159999998,76.22311341813862,25.390407959999997,13.233,36.23261263999999,76.22311341813862
8271,310.625,2.125,0.3516,0.4775,4.5082,-0.1719,-0.3871,4.6127,2005-01-27,2005-02-07 00:00:00,0,11,4.9857000000000005,4.9998000000000005,2.1526655,1.7855761700000001,0.10591810478683286,0.08392048041277343,-4.0307,-4.2256,20.979814390000005,9.211300000000001,6.83532422,3.843748218781135,20.610133890000004,9.211300000000001,0.8245293599999999,-3.843748218781135
8322,310.375,1.875,0.6331,-2.1824,-3.1973000000000003,0.0778,-3.1972,-2.9222,2005-01-04,2005-02-07 00:00:00,0,34,5.3797,6.119400000000001,6.977787520000001,9.34285784,0.6825759234353985,1.0941071795222777,-1.0149000000000004,0.2749999999999999,16.32071934,11.4991,15.32700756,65.19247683708616,16.32071934,-11.4991,32.9204622,65.19247683708616
17784,310.375,1.875,0.4828,1.5745,4.0401,-0.0725,0.5596,4.3152,2005-02-11,2005-03-04 00:00:00,0,21,5.614599999999999,4.8748,6.361137449999999,2.41478592,0.38971807628524047,0.12968112717834632,-2.4656,-3.7556,18.31492972,10.4894,8.15053996,15.360785149444704,18.31492972,10.4894,17.83104573,15.360785149444704
18007,310.125,2.125,0.7802,-1.2046,-4.8798,0.2418,-2.0071,-4.5161,2005-01-01,2005-03-04 00:00:00,0,62,6.0844000000000005,6.523199999999999,5.87820708,9.064264309999999,0.2468543792778392,0.4444321427780607,-3.6752000000000002,-2.509,24.455417439999998,12.607600000000001,15.514946579999998,53.28162264203331,24.455417439999998,-12.6076,30.17681203,53.28162264203331
18188,310.375,2.125,0.6669,2.7051000000000003,-4.7962,0.138,1.845,-4.5629,2005-01-13,2005-03-04 00:00:00,0,50,7.5013000000000005,6.4079,12.974200620000001,8.4185505,0.5640090071306452,0.4043481119463499,-2.0910999999999995,-2.7179,26.87549048,13.9092,16.116989,109.22396311660133,26.87549048,-4.808999999999999,-42.584840910000004,109.22396311660133
18570,310.625,1.875,0.5186000000000001,1.9608,4.3902,-0.0299,0.9316,4.5520000000000005,2005-02-09,2005-03-05 00:00:00,0,24,6.351,5.483600000000001,8.608304160000001,4.2406432,0.44663113297799645,0.20465729349736378,-2.4294000000000002,-3.6204000000000005,21.81087168,11.8346,10.60271032,36.504746499635715,21.81087168,11.834600000000002,25.864419280000003,36.504746499635715
19080,310.625,1.625,0.5837,2.2389,4.0387,0.0039,1.1295,4.2797,2005-02-09,2005-03-06 00:00:00,0,25,6.2776000000000005,5.4092,9.042245430000001,4.83392115,0.5543615519845495,0.26392036825011095,-1.7998000000000003,-3.1502,19.81326194,11.686800000000002,11.08031165,43.70950142756785,19.81326194,11.686800000000002,28.019698560000005,43.70950142756785
19266,310.125,1.875,0.7475,-2.5272,-2.1783,0.1819,-3.4359,-1.7703,2005-01-05,2005-03-06 00:00:00,0,60,4.705500000000001,5.2062,5.5049997600000005,6.082573770000001,1.1601707753752926,1.9408574817827489,0.3489,1.6656000000000002,12.53945097,9.9117,11.781920970000002,33.4845671440323,12.53945097,-9.911700000000002,23.545896660000004,33.4845671440323
19357,310.375,1.625,0.4935,2.4768000000000003,4.1644000000000005,-0.0955,1.3565,4.4734,2005-02-10,2005-03-07 00:00:00,0,25,6.641200000000001,5.8299,10.314385920000003,6.0681671,0.5947555470175776,0.30323691152143784,-1.6876000000000002,-3.1169,21.988806160000003,12.4711,12.5992086,62.58941729644725,21.988806160000003,12.4711,33.11127874,62.58941729644725
19478,310.125,2.625,0.7506,1.7136,-2.6848,0.2522,1.083,-2.4262,2005-01-01,2005-03-07 00:00:00,0,65,4.3984000000000005,3.5092,4.6006732800000005,2.6275746,0.6382598331346842,0.44637705053169563,-0.9712000000000001,-1.3432000000000002,8.36969056,7.9076,7.047438400000001,12.08861225342669,8.36969056,-2.3144000000000005,-14.293422600000001,12.08861225342669
19579,310.375,2.375,0.2018,-2.0486,3.6839,-0.307,-2.7643,3.8547,2005-01-26,2005-03-07 00:00:00,0,40,5.7325,6.619,7.546837539999999,10.65554721,0.5560954423301393,0.7171245492515631,-1.6353,-1.0903999999999998,19.863274309999998,12.3515,16.08670477,80.41568369367026,19.863274309999998,2.7257,-36.28252794,80.41568369367026
21008,309.875,2.125,0.3564,-2.6306000000000003,-4.0152,-0.1828,-3.3351,-3.6249,2005-02-06,2005-03-11 00:00:00,0,33,6.6458,6.96,10.562385120000002,12.08940399,0.6551603905160391,0.9200529669783996,-1.3845999999999998,-0.2897999999999996,23.32801254,13.6058,19.646593520000003,127.69294081364464,23.32801254,-13.6058,45.578544570000005,127.69294081364464
23408,310.625,2.125,0.4762,1.1337000000000002,4.4613000000000005,-0.0473,0.269,4.5659,2005-02-09,2005-03-18 00:00:00,0,37,5.595000000000001,4.8349,5.057775810000002,1.2282271,0.2541187546230919,0.05891500032852231,-3.3276000000000003,-4.2969,20.674814970000003,10.4299,6.899689700000001,6.212097315566452,20.674814970000003,10.4299,12.662453440000004,6.212097315566452
23564,310.625,1.875,0.7724000000000001,-3.4688000000000003,1.5005000000000002,0.224,-4.498,1.6623,2005-03-09,2005-03-18 00:00:00,0,9,4.9693000000000005,6.1603,5.204934400000001,7.4770254000000005,2.311762745751416,2.7058894303074053,1.9683000000000002,2.8357,18.096943550000002,11.129600000000002,11.880349,38.917426714133775,18.096943550000002,-4.804,-25.197395040000007,38.917426714133775
23565,310.625,1.625,0.7072,-3.8198,0.4419,0.1274,-4.9292,0.6829000000000001,2005-03-10,2005-03-18 00:00:00,0,8,4.2617,5.6121,1.68796962,3.36615068,8.644037112468883,7.218040708742128,3.3779,4.2463,19.13033167,9.8738,6.68091348,5.681960084182342,19.13033167,-7.624199999999998,-9.8408752,5.681960084182342
23793,310.625,2.625,0.3903,-2.5807,3.7972,-0.1022,-3.0798,3.7773,2005-01-26,2005-03-19 00:00:00,0,52,6.3779,6.8571,9.799434040000001,11.63332854,0.6796323606868219,0.815344293543007,-1.2165,-0.6974999999999998,22.291203420000002,13.235000000000001,18.05261656,114.0000356933795,22.291203420000002,1.9139999999999993,-42.87545725000001,114.0000356933795
23794,310.625,2.375,0.3621,-1.0199,4.093,-0.1431,-1.7012,4.1344,2005-01-27,2005-03-19 00:00:00,0,51,5.1129,5.8356,4.1744507,7.033441280000001,0.2491815294405082,0.41147445820433437,-3.0731,-2.4332000000000003,18.65715308,10.9485,12.1173116,29.3607538747049,18.65715308,5.5063,-22.38757814,29.3607538747049
23826,310.375,1.375,0.5451,2.8487,3.8505,-0.0803,1.8272,4.1597,2005-02-09,2005-03-19 00:00:00,0,38,6.699199999999999,5.9869,10.96891935,7.60060384,0.7398259966238151,0.4392624468110681,-1.0017999999999998,-2.3325,21.22206949,12.6861,14.044033599999999,83.3704105322603,21.22206949,12.6861,37.45489418,83.3704105322603
23827,310.375,1.625,0.6990000000000001,-1.6338,3.5093,0.11,-2.7542,3.8184,2005-03-11,2005-03-19 00:00:00,0,8,5.1431000000000004,6.5725999999999996,5.73349434,10.51663728,0.46556293277861677,0.7212968782736224,-1.8755000000000002,-1.0642,17.89972308,11.7157,15.117514060000001,60.29708032071299,17.89972308,2.9397,-32.1539476,60.29708032071299
23984,310.875,1.875,0.4441,1.4904000000000002,4.5199,-0.0984,0.5753,4.662,2005-01-24,2005-03-19 00:00:00,0,54,6.0103,5.2373,6.73645896,2.6820486,0.3297418084470896,0.12340197340197341,-3.0294999999999996,-4.0866999999999996,21.92920092,11.247599999999998,8.75269847,18.067510322625456,21.92920092,11.247599999999998,18.967050829999998,18.067510322625456
24128,310.375,2.375,0.7683,0.8766,4.8223,0.2596,0.161,4.9932,2005-03-12,2005-03-19 00:00:00,0,7,5.6989,5.1541999999999994,4.22722818,0.8039052,0.18178047819505216,0.032243851638227995,-3.9457000000000004,-4.8322,24.21984096,10.8531,6.6461903,3.3982907154885367,24.21984096,10.853100000000001,10.1845628,3.3982907154885367
24129,310.375,2.125,0.7329,0.3011,4.2782,0.204,-0.559,4.5115,2005-03-13,2005-03-19 00:00:00,0,6,4.5793,5.0705,1.2881660199999998,2.5219285,0.07038006638305828,0.12390557464258009,-3.9771,-3.9524999999999997,19.4694142,9.0476,7.2041138,3.2486625985695703,19.132784400000002,8.5318,-2.2668636300000005,-3.2486625985695703
24466,310.625,1.375,0.6532,1.997,4.1224,0.0401,0.9845,4.447,2005-02-08,2005-03-20 00:00:00,0,40,6.1194,5.4315,8.2324328,4.3780715,0.48442654764215026,0.2213852035079829,-2.1254,-3.4625,20.2983593,11.5509,10.5025028,36.0421794173452,20.2983593,11.550899999999999,25.5496661,36.0421794173452
24484,310.375,2.625,0.3066,-2.4758,3.3765,-0.1872,-3.0389,3.4738,2005-01-27,2005-03-20 00:00:00,0,52,5.8523,6.512700000000001,8.3595387,10.55653082,0.7332444839330667,0.8748056882952385,-0.9007000000000001,-0.4349000000000003,19.25299432,12.365,16.21044585,88.24772792753274,19.25299432,1.3356000000000008,-37.77734941,88.24772792753274
24691,309.375,2.625,0.3936,-1.2231,-5.033,-0.1384,-1.5232,-4.6294,2005-01-22,2005-03-21 00:00:00,0,58,6.2561,6.1526000000000005,6.155862300000001,7.0515020800000014,0.2430160937810451,0.32902751976498035,-3.8099000000000003,-3.1062000000000003,25.162796120000007,12.408700000000001,13.518765600000002,43.408075812643595,25.162796120000007,-12.408700000000001,26.535849120000005,43.408075812643595
24869,309.625,2.875,0.7447,1.6225,1.2518,0.2345,1.13,1.7666000000000002,2005-01-01,2005-03-21 00:00:00,0,79,2.8743,2.8966000000000003,2.0310455000000003,1.996258,1.2961335676625658,0.6396467791237403,0.37070000000000003,-0.6366000000000003,4.04485488,5.7709,4.803634000000001,4.054490827739,4.04485488,5.7709,8.308146,4.054490827739
24870,309.625,2.625,0.267,-1.5635,-4.4387,-0.2532,-2.0486,-3.9448,2005-01-22,2005-03-21 00:00:00,0,58,6.0022,5.993399999999999,6.939907449999999,8.08131728,0.35224277378511726,0.5193165686473332,-2.8752,-1.8961999999999999,20.712769859999998,11.9956,14.601420819999998,56.08359399728573,20.712769859999998,-11.9956,30.28204035,56.08359399728573
24873,310.375,2.875,0.3644,-2.9732000000000003,3.3155,-0.1211,-3.3495000000000004,3.3581000000000003,2005-01-26,2005-03-21 00:00:00,0,54,6.2887,6.707600000000001,9.8576446,11.247955950000001,0.8967576534459358,0.9974390280217981,-0.3422999999999998,-0.008599999999999941,21.092513950000004,12.996300000000002,17.436567250000003,110.87835223155541,21.092513950000004,0.3508999999999993,-42.19517072000001,110.87835223155541
24923,310.125,1.875,0.5834,1.7084,4.2982000000000005,0.0178,0.7997000000000001,4.7062,2005-03-14,2005-03-21 00:00:00,0,7,6.006600000000001,5.5059000000000005,7.343044880000001,3.76354814,0.3974687078311851,0.1699247800773448,-2.5898000000000003,-3.9065,21.59439632,11.5125,9.85187054,27.63590290006053,21.59439632,11.5125,22.58393564,27.63590290006053
25203,310.125,2.125,0.497,1.4065,3.9234,-0.0415,0.6041000000000001,4.287100000000001,2005-03-15,2005-03-22 00:00:00,0,7,5.3299,4.8912,5.5182621,2.589837110000001,0.3584900851302442,0.140911105409251,-2.5168999999999997,-3.6830000000000007,17.669674790000002,10.2211,8.063725940000001,14.291399969286536,17.669674790000002,10.2211,16.5080313,14.291399969286536
25458,310.125,2.625,0.5485,-0.5027,4.5215000000000005,0.05,-1.1333,4.7801,2005-03-14,2005-03-23 00:00:00,0,9,5.0242,5.9134,2.2729580500000006,5.41728733,0.11117991816874931,0.2370870902282379,-4.018800000000001,-3.6468,22.182932060000002,10.9376,10.407015950000002,12.313266845886508,22.182932060000002,7.6656,-15.217417600000003,12.313266845886508
25833,309.375,2.875,0.7009000000000001,0.9795,1.8955,0.1773,0.5379,2.3795,2005-01-01,2005-03-24 00:00:00,0,82,2.875,2.9174,1.85664225,1.2799330500000001,0.5167501978369824,0.2260558940953982,-0.9159999999999999,-1.8416000000000001,5.0372153,5.792400000000001,4.37858945,2.3763777778013626,5.0372153,5.792400000000001,6.486885000000001,2.3763777778013626
26648,309.875,2.875,0.4576,-1.5903,3.5953000000000004,-0.0401,-2.0765,3.9809,2005-03-14,2005-03-25 00:00:00,0,11,5.185600000000001,6.0573999999999995,5.717605590000001,8.266338849999999,0.4423274831029399,0.5216157150393127,-2.0050000000000003,-1.9044000000000003,17.614787720000002,11.243,13.036840450000001,47.26366521759417,17.614787720000002,3.9094000000000007,-27.78041016,47.26366521759417
26880,310.125,2.875,0.7016,2.3761,-2.5126,0.2124,1.9399,-2.3091,2005-01-01,2005-03-26 00:00:00,0,84,4.8887,4.249,5.97018886,4.47942309,0.9456738040277004,0.8401108657052532,-0.13649999999999984,-0.3692,10.41124105,9.137699999999999,9.55939274,26.74300183114477,10.41124105,-0.5057,-20.8104572,26.74300183114477
27108,309.375,3.125,0.656,1.6459,1.3917000000000002,0.1545,1.1377000000000002,1.8407,2005-01-01,2005-03-26 00:00:00,0,84,3.0376000000000003,2.9784,2.29059903,2.0941643900000004,1.182654307681253,0.6180800782311078,0.25419999999999976,-0.7029999999999998,4.43424262,6.016,5.06993709,4.796890920394543,4.43424262,6.016,8.99770864,4.796890920394543
27110,309.875,2.625,0.4023,-1.4865000000000002,2.9989000000000003,-0.1055,-2.0956,3.415,2005-03-15,2005-03-26 00:00:00,0,11,4.4854,5.5106,4.457864850000001,7.156474,0.4956817499749908,0.6136456808199122,-1.5124000000000002,-1.3194,13.356352900000001,9.996,11.185994840000001,31.902593894538914,13.356352900000001,2.8318,-22.975231190000002,31.902593894538914
27391,309.625,2.625,0.2172,-2.1536,-3.7953,-0.303,-2.6387,-3.3015000000000003,2005-03-22,2005-03-27 00:00:00,0,5,5.9489,5.940200000000001,8.17355808,8.711668050000002,0.567438674149606,0.7992427684385884,-1.6417000000000002,-0.6628000000000003,18.212887270000003,11.8891,15.46975811,71.20532478035535,18.212887270000003,-11.889100000000001,34.00999464,71.20532478035535
27710,309.375,2.625,0.2531,-2.4429000000000003,-4.383500000000001,-0.2788,-2.7430000000000003,-3.98,2005-03-24,2005-03-28 00:00:00,0,4,6.826400000000001,6.723000000000001,10.708452150000003,10.917140000000002,0.5572943994524923,0.6891959798994975,-1.9406000000000003,-1.2369999999999997,24.147204700000003,13.5494,18.446840500000004,116.90567130485105,24.147204700000003,-13.549400000000002,43.37227465,116.90567130485105
28065,309.875,2.375,0.3824,-0.5002,3.9497,-0.1411,-1.1731,4.3443000000000005,2005-03-14,2005-03-28 00:00:00,0,14,4.4498999999999995,5.5174,1.97563994,5.096298330000001,0.1266425298123908,0.2700319959487144,-3.4495,-3.1712000000000007,17.745466330000003,9.9673,9.47789307,10.068450526903302,17.745466330000003,6.6207,-13.878350200000002,10.068450526903302
31168,310.625,2.375,0.6616000000000001,2.7742,3.9881,0.1564,2.0929,4.0295000000000005,2005-03-31,2005-04-04 00:00:00,0,4,6.7623,6.122400000000001,11.063787020000001,8.433340550000002,0.6956194679170532,0.5193944658146172,-1.2139000000000002,-1.9366000000000003,21.876172130000004,12.884700000000002,15.150394490000002,93.30468371232968,21.876172130000004,12.8847,39.02246096000001,93.30468371232968
31474,309.875,2.625,0.3906,-3.7917,1.4439,-0.1172,-4.4008,1.86,2005-04-02,2005-04-04 00:00:00,0,2,5.2356,6.260800000000001,5.47483563,8.185488000000001,2.6260128817785167,2.3660215053763443,2.3478000000000003,2.5408,19.372167360000002,11.496400000000001,12.006015119999999,44.81420135133745,19.372167360000002,-4.8886,-27.06720075,44.81420135133745
31498,310.625,2.625,0.562,1.1738,4.949800000000001,0.0695,0.6746,4.9299,2005-03-24,2005-04-05 00:00:00,0,12,6.123600000000001,5.6045,5.810075240000001,3.3257105399999998,0.2371408945815992,0.136838475425465,-3.7760000000000007,-4.2553,25.193864500000004,11.7281,9.44283508,19.32262846386103,25.193864500000004,11.728100000000001,18.261637479999997,19.32262846386103
31629,310.125,2.875,0.4355,-3.3005,2.9848000000000003,-0.0537,-3.7367,3.1883000000000004,2005-03-28,2005-04-05 00:00:00,0,8,6.2853,6.925000000000001,9.8513324,11.91372061,1.1057692307692306,1.1720038892199602,0.31569999999999965,0.5483999999999996,21.84941619,13.2103,17.64210216,117.36602184984079,21.84941619,-0.8641000000000001,-43.441339320000004,117.36602184984079
32381,310.625,2.875,0.5415,1.1189,-2.1341,0.0566,0.797,-2.2086,2005-01-01,2005-04-07 00:00:00,0,96,3.253,3.0056000000000003,2.38784449,1.7602542,0.5242959561407619,0.36086208457846597,-1.0152,-1.4116,5.605136560000001,6.258600000000001,5.0283777,4.203213292469359,5.605136560000001,-2.4268,-8.320178930000003,4.203213292469359
32489,310.125,3.125,0.6264000000000001,2.3604000000000003,-2.4135,0.1561,2.0865,-2.2946,2005-01-01,2005-04-07 00:00:00,0,96,4.7739,4.3811,5.696825400000001,4.7876829,0.9779987569919206,0.9093088119933758,-0.0530999999999997,-0.20809999999999995,10.4629917,9.155000000000001,9.69076775,27.27459355186566,10.4629917,-0.26119999999999965,-20.936449890000002,27.27459355186566
32612,310.375,2.875,0.3767,-1.5572,4.4743,-0.1088,-1.9335,4.516900000000001,2005-03-22,2005-04-07 00:00:00,0,16,6.0315,6.4504,6.967379960000001,8.733426150000001,0.3480320944058288,0.4280590670592663,-2.9171000000000005,-2.5834000000000006,23.220811870000006,12.481900000000001,14.725159050000002,60.84909833964996,23.220811870000006,5.500500000000001,-31.385581840000004,60.84909833964996
32613,310.375,2.625,0.5183,-0.8371000000000001,4.6494,0.0245,-1.4003,4.746700000000001,2005-03-30,2005-04-07 00:00:00,0,8,5.4865,6.147,3.89201274,6.646804010000001,0.18004473695530607,0.2950049508079297,-3.8123,-3.3464000000000005,23.241498110000006,11.633500000000002,12.094354820000001,25.869445887203092,23.241498110000006,7.1587000000000005,-21.02283414,25.869445887203092
33006,309.625,2.375,0.1923,-0.6281,-4.6277,-0.339,-1.1432,-4.2451,2005-03-22,2005-04-08 00:00:00,0,17,5.2558,5.3883,2.9066583699999997,4.85299832,0.1357261706679344,0.26929872087818896,-3.9996,-3.1018999999999997,20.363093189999997,10.6441,10.163586639999998,14.106008186423937,20.363093189999997,-10.6441,15.71639064,14.106008186423937
33015,310.375,2.375,0.4757,0.9595,4.3103,-0.033,0.2438,4.4812,2005-04-02,2005-04-08 00:00:00,0,6,5.2698,4.7250000000000005,4.13573285,1.09251656,0.2226063151056771,0.05440507007051682,-3.3507999999999996,-4.2374,19.549242460000002,9.9948,6.49155114,4.518356626360996,19.549242460000002,9.994800000000001,10.578811949999999,4.518356626360996
34193,310.375,1.125,0.5826,3.6705,3.6012,-0.0765,2.9734000000000003,3.8676,2005-02-06,2005-04-12 00:00:00,0,65,7.2717,6.841,13.2182046,11.49992184,1.0192435854715096,0.7687971868859241,0.06930000000000014,-0.8941999999999997,24.841865820000002,14.1127,18.245908080000003,152.00831976512848,24.841865820000002,14.1127,49.62196032,152.00831976512848
34194,310.375,1.375,0.8364,1.5588000000000002,4.2738000000000005,0.211,0.5373,4.5829,2005-03-31,2005-04-12 00:00:00,0,12,5.832600000000001,5.1202000000000005,6.6619994400000015,2.46239217,0.36473396040993966,0.11724017543476836,-2.7150000000000003,-4.0456,20.423941260000003,10.9528,8.438012740000001,16.40445525760039,20.423941260000003,10.952800000000002,18.564528870000004,16.40445525760039
34562,310.125,1.125,0.4738,-2.9382,-3.1443000000000003,-0.1982,-3.4957000000000003,-2.9761,2005-01-04,2005-04-12 00:00:00,0,98,6.0825000000000005,6.4718,9.238582260000001,10.403552770000001,0.9344528193874629,1.1745909075635899,-0.20610000000000017,0.5196000000000001,19.628816970000003,12.554300000000001,16.90582951,96.11407806189588,19.628816970000003,-12.554300000000001,39.37804156,96.11407806189588
35063,310.375,1.625,0.7713,3.9907,3.6342,0.1823,2.8704,3.9432,2005-04-03,2005-04-14 00:00:00,0,11,7.6249,6.8136,14.503001939999999,11.31856128,1.0980958670408894,0.7279367011564212,0.35650000000000004,-1.0728,25.785282719999998,14.438500000000001,18.36550768,164.1531162018489,25.785282719999998,14.438500000000001,51.98929914,164.1531162018489
35479,310.375,1.875,0.625,4.4858,1.8395,0.0698,3.4709000000000003,2.1146000000000003,2005-04-10,2005-04-15 00:00:00,0,5,6.3253,5.585500000000001,8.2516291,7.339565140000001,2.4385974449578693,1.6413979003121157,2.6463,1.3563,19.459569920000003,11.910800000000002,12.985120550000001,60.56336929056959,19.459569920000003,11.910800000000002,31.461587470000005,60.56336929056959
36100,310.375,2.125,0.4909,4.2481,3.0349,-0.038,3.3881,3.2683,2005-04-10,2005-04-16 00:00:00,0,6,7.2829999999999995,6.6564,12.89255869,11.07332723,1.399749579887311,1.0366551418168468,1.2132,0.11980000000000013,24.311951280000002,13.939400000000001,17.79894469,142.76352120635013,24.311951280000002,13.939400000000001,48.132495840000004,142.76352120635013
37079,310.125,1.875,0.5656,4.9069,1.5901,0.0,3.9982,1.9982,2005-04-10,2005-04-18 00:00:00,0,8,6.497,5.9964,7.80246169,7.98920324,3.0859065467580655,2.000900810729657,3.3168,2.0,22.796105400000002,12.493400000000001,13.262637820000002,62.33545221372389,22.796105400000002,12.493400000000001,31.954170330000007,62.33545221372389
38885,310.125,2.125,0.4268,3.1243000000000003,3.8693,-0.1117,2.3219000000000003,4.2329,2005-04-02,2005-04-22 00:00:00,0,20,6.993600000000001,6.5548,12.08885399,9.828370510000001,0.8074587134623835,0.5485364643624939,-0.7449999999999997,-1.9109999999999996,23.63267214,13.5484,16.341327670000002,118.81373605501186,23.63267214,13.5484,44.126201640000005,118.81373605501186
54545,310.375,2.125,0.3862,-2.9469000000000003,-3.3853,-0.1427,-3.807,-3.1519000000000004,2005-04-24,2005-05-28 00:00:00,0,34,6.3322,6.9589,9.97614057,11.999283300000002,0.8704989218089978,1.2078428884165104,-0.4383999999999997,0.6550999999999996,21.888975370000004,13.2911,18.986637100000003,119.70653694005351,21.888975370000004,-13.2911,44.15159508,119.70653694005351
54546,310.375,2.375,0.4055,1.6079,4.222300000000001,-0.1032,0.8923000000000001,4.3931,2005-04-10,2005-05-28 00:00:00,0,48,5.8302000000000005,5.285399999999999,6.789036170000001,3.91996313,0.380811406105677,0.20311397418679297,-2.6144000000000007,-3.5007999999999995,19.9837153,11.1156,9.768558290000001,26.612771474636418,19.9837153,11.1156,21.540223080000008,26.612771474636418
54610,310.125,1.875,0.3906,-0.1348,-4.1981,-0.175,-1.0435,-3.7901,2005-04-25,2005-05-28 00:00:00,0,33,4.3329,4.8336,0.56590388,3.9549693500000003,0.03210976394083038,0.27532255085617796,-4.0633,-2.7466,16.05188261,9.1665,8.30561735,2.238132500446078,16.05188261,-9.1665,9.41249606,2.238132500446078
54651,310.125,2.125,0.4253,-2.3081,-3.7844,-0.1132,-3.1106000000000003,-3.4208000000000003,2005-04-25,2005-05-28 00:00:00,0,33,6.0925,6.5314000000000005,8.73477364,10.640740480000002,0.6098985308106966,0.9093194574368568,-1.4763000000000002,-0.31020000000000003,20.12525138,12.6239,17.50065464,92.94445945478498,20.12525138,-12.6239,39.042817240000005,92.94445945478498
